model_id,batch_index,iteration,iteration_start,iteration_end,iteration_duration_seconds,success,return_code,tokens_used_this_iter_total,tokens_used_total
107,1,1,2026-02-20T16:47:29.897127Z,2026-02-20T16:47:34.967838Z,5.070706625003368,False,1,575,575
107,1,2,2026-02-20T16:47:34.967920Z,2026-02-20T16:47:38.266213Z,3.298309917008737,False,1,1099,1674
107,1,3,2026-02-20T16:47:38.266272Z,2026-02-20T16:47:41.439999Z,3.173743665989605,False,1,1099,2773
107,1,4,2026-02-20T16:47:41.440059Z,2026-02-20T16:47:44.397027Z,2.956979583002976,False,1,1099,3872
107,1,5,2026-02-20T16:47:44.397078Z,2026-02-20T16:47:48.677911Z,4.280997624999145,False,1,1099,4971
107,1,6,2026-02-20T16:47:48.678170Z,2026-02-20T16:47:51.726213Z,3.048059833003208,False,1,1099,6070
107,1,7,2026-02-20T16:47:51.726274Z,2026-02-20T16:47:54.915235Z,3.188969458002248,False,1,1099,7169
107,1,8,2026-02-20T16:47:54.915281Z,2026-02-20T16:47:58.018480Z,3.1032266249967506,False,1,1099,8268
107,1,9,2026-02-20T16:47:58.018550Z,2026-02-20T16:48:01.362647Z,3.3441157499910332,False,1,1099,9367
107,1,10,2026-02-20T16:48:01.362707Z,2026-02-20T16:48:04.892236Z,3.529543708995334,False,1,1099,10466
107,1,11,2026-02-20T16:48:04.892295Z,2026-02-20T16:48:08.094540Z,3.202274082999793,False,1,1100,11566
107,1,12,2026-02-20T16:48:08.094614Z,2026-02-20T16:48:11.505918Z,3.4113217499980237,False,1,1100,12666
107,1,13,2026-02-20T16:48:11.505975Z,2026-02-20T16:48:14.635699Z,3.1297498750063824,False,1,1100,13766
107,1,14,2026-02-20T16:48:14.635766Z,2026-02-20T16:48:17.871239Z,3.2354984160047024,False,1,1100,14866
107,1,15,2026-02-20T16:48:17.871305Z,2026-02-20T16:48:21.282649Z,3.4115378329879604,False,1,1100,15966
107,1,16,2026-02-20T16:48:21.282896Z,2026-02-20T16:48:24.938613Z,3.65571787499357,False,1,1100,17066
107,1,17,2026-02-20T16:48:24.938661Z,2026-02-20T16:48:28.676542Z,3.737942167004803,False,1,1100,18166
107,1,18,2026-02-20T16:48:28.676651Z,2026-02-20T16:48:31.997314Z,3.3206795000005513,False,1,1100,19266
107,1,19,2026-02-20T16:48:31.997376Z,2026-02-20T16:48:35.333728Z,3.336389375006547,False,1,1100,20366
107,1,20,2026-02-20T16:48:35.333818Z,2026-02-20T16:48:38.932899Z,3.599104916007491,False,1,1100,21466
