model_id,batch_index,iteration,iteration_start,iteration_end,iteration_duration_seconds,success,return_code,tokens_used_this_iter_total,tokens_used_total
73,3,4,2026-02-20T15:29:04.860956Z,2026-02-20T15:29:19.823917Z,14.9630924170051,True,0,1961,7506
69,3,1,2026-02-20T15:27:45.414570Z,2026-02-20T15:28:21.439674Z,36.0254055000114,False,1,2126,2126
69,3,2,2026-02-20T15:28:21.439904Z,2026-02-20T15:28:45.577961Z,24.13824079099868,False,1,3098,5224
69,3,3,2026-02-20T15:28:45.578001Z,2026-02-20T15:29:23.936780Z,38.359077667002566,True,0,3897,9121
78,3,1,2026-02-20T15:28:28.271741Z,2026-02-20T15:29:08.128746Z,39.85728187499626,False,1,2364,2364
78,3,2,2026-02-20T15:29:08.128794Z,2026-02-20T15:29:24.165650Z,16.03699345800851,True,0,2864,5228
76,3,1,2026-02-20T15:28:21.818998Z,2026-02-20T15:29:41.113118Z,79.29468025000824,False,1,4479,4479
76,3,2,2026-02-20T15:29:41.113180Z,2026-02-20T15:29:56.465854Z,15.35280608299945,True,0,1937,6416
84,3,1,2026-02-20T15:29:57.610624Z,2026-02-20T15:30:40.489380Z,42.87902616598876,True,0,2578,2578
83,3,1,2026-02-20T15:29:25.546400Z,2026-02-20T15:30:52.354365Z,86.80858454099507,True,0,4843,4843
81,3,1,2026-02-20T15:29:21.107735Z,2026-02-20T15:30:21.706113Z,60.59881100000348,False,1,3509,3509
81,3,2,2026-02-20T15:30:21.706173Z,2026-02-20T15:30:52.989512Z,31.283578291986487,True,0,3407,6916
80,3,1,2026-02-20T15:29:21.072060Z,2026-02-20T15:30:35.018027Z,73.94649170800403,False,1,4141,4141
80,3,2,2026-02-20T15:30:35.018092Z,2026-02-20T15:30:58.722242Z,23.70433537500503,True,0,2431,6572
79,3,1,2026-02-20T15:28:51.203010Z,2026-02-20T15:29:32.817402Z,41.61469295799907,False,1,2536,2536
79,3,2,2026-02-20T15:29:32.817461Z,2026-02-20T15:30:10.944427Z,38.12725170800695,False,1,3293,5829
79,3,3,2026-02-20T15:30:10.944472Z,2026-02-20T15:31:03.208718Z,52.26464375000796,True,0,4491,10320
77,3,1,2026-02-20T15:28:24.908273Z,2026-02-20T15:29:48.941108Z,84.03340379201109,False,1,4700,4700
77,3,2,2026-02-20T15:29:48.941179Z,2026-02-20T15:31:09.774082Z,80.83347925000999,True,0,6119,10819
85,3,1,2026-02-20T15:30:41.568796Z,2026-02-20T15:31:20.482483Z,38.913964999999735,False,1,2304,2304
85,3,2,2026-02-20T15:31:20.482539Z,2026-02-20T15:31:30.983412Z,10.500985208011116,True,0,1853,4157
74,3,1,2026-02-20T15:28:00.854026Z,2026-02-20T15:29:21.624292Z,80.77081854200514,False,1,4516,4516
74,3,2,2026-02-20T15:29:21.624340Z,2026-02-20T15:30:22.684087Z,61.06019470799947,False,1,3919,8435
74,3,3,2026-02-20T15:30:22.684140Z,2026-02-20T15:31:19.580417Z,56.89668795799662,False,1,3701,12136
74,3,4,2026-02-20T15:31:19.580461Z,2026-02-20T15:31:31.257530Z,11.677185333988746,True,0,1325,13461
86,3,1,2026-02-20T15:30:53.630837Z,2026-02-20T15:31:43.413036Z,49.78254108400142,True,0,2820,2820
90,3,1,2026-02-20T15:31:10.551705Z,2026-02-20T15:31:41.940019Z,31.388552832999267,False,1,1912,1912
90,3,2,2026-02-20T15:31:41.940089Z,2026-02-20T15:31:59.970537Z,18.030620207995526,True,0,2870,4782
88,3,1,2026-02-20T15:30:59.559882Z,2026-02-20T15:31:59.873804Z,60.31434891698882,False,1,3465,3465
88,3,2,2026-02-20T15:31:59.873860Z,2026-02-20T15:32:32.092838Z,32.21921825000027,False,1,3566,7031
88,3,3,2026-02-20T15:32:32.092875Z,2026-02-20T15:33:06.344956Z,34.25235354100005,True,0,3609,10640
87,3,1,2026-02-20T15:30:54.249978Z,2026-02-20T15:32:44.498252Z,110.2490230419935,False,1,6137,6137
87,3,2,2026-02-20T15:32:44.498303Z,2026-02-20T15:33:07.883923Z,23.3858182499971,True,0,3052,9189
82,3,1,2026-02-20T15:32:53.381313Z,2026-02-20T15:33:24.955458Z,31.574274792001233,True,0,1905,1905
89,3,1,2026-02-20T15:31:04.027104Z,2026-02-20T15:31:58.133735Z,54.10701962499297,False,1,3010,3010
89,3,2,2026-02-20T15:31:58.133795Z,2026-02-20T15:32:13.468722Z,15.33505441599118,False,1,2652,5662
89,3,3,2026-02-20T15:32:13.468761Z,2026-02-20T15:32:56.410916Z,42.942479832985555,False,1,4084,9746
89,3,4,2026-02-20T15:32:56.410967Z,2026-02-20T15:33:08.463020Z,12.052172083000187,False,1,1873,11619
89,3,5,2026-02-20T15:33:08.463072Z,2026-02-20T15:33:28.382569Z,19.919658832994173,True,0,2323,13942
92,4,1,2026-02-20T15:33:30.094535Z,2026-02-20T15:33:50.132788Z,20.038391875001253,False,1,1329,1329
92,4,2,2026-02-20T15:33:50.132866Z,2026-02-20T15:34:08.879999Z,18.74730608399841,True,0,1876,3205
98,4,1,2026-02-20T15:33:30.361708Z,2026-02-20T15:34:37.568586Z,67.20736137499625,True,0,3768,3768
