model_id,batch_index,status,loop_start_utc,loop_end_utc,loop_duration_seconds,iterations_completed,tokens_used_total,final_iteration_success,reason
1,1,ok,2026-02-20T14:12:03.278015Z,2026-02-20T14:13:00.309668Z,57.03154758299934,3,5890,True,
