model_id,batch_index,status,loop_start_utc,loop_end_utc,loop_duration_seconds,iterations_completed,tokens_used_total,final_iteration_success,reason
78,1,ok,2026-02-20T05:02:39.864258Z,2026-02-20T05:03:08.217877Z,28.354100208998716,1,2222,True,
79,1,ok,2026-02-20T05:02:44.225285Z,2026-02-20T05:03:19.181843Z,34.95714370800124,1,2548,True,
80,1,ok,2026-02-20T05:02:55.901569Z,2026-02-20T05:03:31.828562Z,35.92760091600212,2,3337,True,
82,1,ok,2026-02-20T05:03:08.222921Z,2026-02-20T05:03:32.774954Z,24.55245016599656,1,1771,True,
81,1,ok,2026-02-20T05:03:02.652103Z,2026-02-20T05:03:42.704163Z,40.05273466700601,2,4110,True,
83,1,ok,2026-02-20T05:03:19.186679Z,2026-02-20T05:03:44.126134Z,24.939883792001638,2,2709,True,
86,1,ok,2026-02-20T05:03:42.710428Z,2026-02-20T05:03:52.677370Z,9.967125208000652,1,916,True,
85,1,ok,2026-02-20T05:03:32.782290Z,2026-02-20T05:03:59.151959Z,26.370114207995357,2,2997,True,
89,1,ok,2026-02-20T05:03:59.157880Z,2026-02-20T05:04:13.026794Z,13.869154291998711,1,1189,True,
87,1,ok,2026-02-20T05:03:44.165799Z,2026-02-20T05:04:25.328732Z,41.16361779200088,1,2810,True,
88,1,ok,2026-02-20T05:03:52.682701Z,2026-02-20T05:04:30.892731Z,38.2106692909947,2,4076,True,
90,1,ok,2026-02-20T05:04:13.031804Z,2026-02-20T05:04:34.289004Z,21.257559624995338,1,1760,True,
91,1,ok,2026-02-20T05:04:25.333613Z,2026-02-20T05:04:42.613540Z,17.280231207994802,2,2237,True,
84,1,ok,2026-02-20T05:03:31.834692Z,2026-02-20T05:04:45.620242Z,73.78678012500313,1,5003,True,
95,1,ok,2026-02-20T05:04:45.626068Z,2026-02-20T05:05:03.531120Z,17.905356417002622,2,2080,True,
94,1,ok,2026-02-20T05:04:42.621996Z,2026-02-20T05:05:08.520315Z,25.89875133299938,2,2811,True,
92,1,ok,2026-02-20T05:04:30.899418Z,2026-02-20T05:05:15.035322Z,44.13662812500115,2,5579,True,
98,1,ok,2026-02-20T05:05:15.043295Z,2026-02-20T05:05:32.179895Z,17.136896167001396,2,2503,True,
96,1,ok,2026-02-20T05:05:03.539289Z,2026-02-20T05:05:32.435211Z,28.896385749998444,2,2549,True,
100,1,ok,2026-02-20T05:05:32.441267Z,2026-02-20T05:05:58.279232Z,25.838396833001752,1,2179,True,
101,1,ok,2026-02-20T05:05:58.284165Z,2026-02-20T05:06:09.930543Z,11.646589125004539,1,1015,True,
97,1,ok,2026-02-20T05:05:08.531050Z,2026-02-20T05:06:11.463552Z,62.93353500000376,3,7247,True,
99,1,ok,2026-02-20T05:05:32.187300Z,2026-02-20T05:06:34.242878Z,62.056610374995216,2,5971,True,
103,1,ok,2026-02-20T05:06:11.473716Z,2026-02-20T05:06:48.447405Z,36.974319125001784,2,3887,True,
102,1,ok,2026-02-20T05:06:09.942865Z,2026-02-20T05:06:51.301120Z,41.35895412499667,2,5205,True,
93,1,ok,2026-02-20T05:04:34.295927Z,2026-02-20T05:07:02.172587Z,147.8790952499985,3,15878,True,
104,1,ok,2026-02-20T05:06:34.249640Z,2026-02-20T05:07:15.703620Z,41.454688250007166,3,5519,True,
107,1,ok,2026-02-20T05:07:02.182118Z,2026-02-20T05:07:23.084874Z,20.903112332998717,1,1580,True,
105,1,ok,2026-02-20T05:06:48.455769Z,2026-02-20T05:07:25.075771Z,36.62061658300081,3,6280,True,
106,1,ok,2026-02-20T05:06:51.311012Z,2026-02-20T05:07:31.053533Z,39.743199333999655,2,4372,True,
109,1,ok,2026-02-20T05:07:23.090302Z,2026-02-20T05:07:34.055486Z,10.965371792000951,1,980,True,
108,1,ok,2026-02-20T05:07:15.710346Z,2026-02-20T05:07:40.170512Z,24.46059491699998,2,2757,True,
110,1,ok,2026-02-20T05:07:25.178689Z,2026-02-20T05:07:43.437419Z,18.259060457996384,2,2068,True,
114,1,ok,2026-02-20T05:07:43.445645Z,2026-02-20T05:07:55.828961Z,12.383553166000638,1,1006,True,
112,1,ok,2026-02-20T05:07:34.062005Z,2026-02-20T05:07:59.226078Z,25.164520833001006,2,2988,True,
113,1,ok,2026-02-20T05:07:40.181630Z,2026-02-20T05:08:09.025391Z,28.844260124998982,2,4041,True,
111,1,ok,2026-02-20T05:07:31.064192Z,2026-02-20T05:08:10.899105Z,39.83558420900226,2,5530,True,
116,1,ok,2026-02-20T05:07:59.240365Z,2026-02-20T05:08:22.894846Z,23.654889290999563,1,2310,True,
118,1,ok,2026-02-20T05:08:10.916905Z,2026-02-20T05:08:33.671799Z,22.75528150000173,2,3942,True,
119,1,ok,2026-02-20T05:08:22.902069Z,2026-02-20T05:08:33.688490Z,10.786603624997952,1,895,True,
115,1,ok,2026-02-20T05:07:55.836038Z,2026-02-20T05:09:14.539699Z,78.70498450000014,2,7214,True,
120,1,ok,2026-02-20T05:08:33.679954Z,2026-02-20T05:09:25.370017Z,51.690936999999394,3,6540,True,
122,1,ok,2026-02-20T05:09:14.558361Z,2026-02-20T05:09:35.577537Z,21.01953591599886,2,2686,True,
123,1,ok,2026-02-20T05:09:25.379544Z,2026-02-20T05:09:39.331114Z,13.951812708000944,1,982,True,
124,1,ok,2026-02-20T05:09:35.586207Z,2026-02-20T05:09:49.538299Z,13.952353291999316,1,1195,True,
121,1,ok,2026-02-20T05:08:33.694361Z,2026-02-20T05:09:53.324658Z,79.63162549999834,2,7969,True,
127,1,ok,2026-02-20T05:09:53.333342Z,2026-02-20T05:10:02.325195Z,8.992014040995855,1,824,True,
126,1,ok,2026-02-20T05:09:49.547320Z,2026-02-20T05:10:07.438967Z,17.891953333004494,1,1284,True,
125,1,ok,2026-02-20T05:09:39.339996Z,2026-02-20T05:10:10.046435Z,30.70696350000071,2,4576,True,
130,1,ok,2026-02-20T05:10:10.060872Z,2026-02-20T05:10:30.315574Z,20.255051750005805,2,2861,True,
131,1,ok,2026-02-20T05:10:30.323055Z,2026-02-20T05:10:51.282136Z,20.95943970799999,1,1685,True,
128,1,ok,2026-02-20T05:10:02.331308Z,2026-02-20T05:10:51.999533Z,49.66905512499943,2,4088,True,
117,1,ok,2026-02-20T05:08:09.033883Z,2026-02-20T05:10:53.366885Z,164.33573774999968,5,19800,True,
132,1,ok,2026-02-20T05:10:51.287523Z,2026-02-20T05:11:11.818223Z,20.53106745900004,2,2656,True,
134,1,ok,2026-02-20T05:10:53.384721Z,2026-02-20T05:11:14.198836Z,20.814469249999092,2,2633,True,
135,1,ok,2026-02-20T05:11:11.829565Z,2026-02-20T05:11:24.233975Z,12.404635583996424,1,933,True,
136,1,ok,2026-02-20T05:11:14.215764Z,2026-02-20T05:11:24.267076Z,10.051484499999788,1,950,True,
133,1,ok,2026-02-20T05:10:52.009826Z,2026-02-20T05:11:28.235869Z,36.226655042002676,3,4102,True,
129,1,ok,2026-02-20T05:10:07.444582Z,2026-02-20T05:11:35.680962Z,88.23786987500353,1,6431,True,
137,1,ok,2026-02-20T05:11:24.241902Z,2026-02-20T05:11:56.827184Z,32.58583645900217,3,4276,True,
139,1,ok,2026-02-20T05:11:28.245743Z,2026-02-20T05:11:57.271154Z,29.02589699999953,2,4031,True,
142,1,ok,2026-02-20T05:11:57.278718Z,2026-02-20T05:12:11.922960Z,14.644500500005961,1,1198,True,
138,1,ok,2026-02-20T05:11:24.279079Z,2026-02-20T05:12:21.004607Z,56.726485833998595,3,6685,True,
141,1,ok,2026-02-20T05:11:56.835603Z,2026-02-20T05:12:32.839719Z,36.00473174999934,3,6001,True,
140,1,ok,2026-02-20T05:11:35.690036Z,2026-02-20T05:12:45.257737Z,69.56886762499926,3,8761,True,
144,1,ok,2026-02-20T05:12:21.016516Z,2026-02-20T05:12:52.483389Z,31.46740687500278,2,3535,True,
146,1,ok,2026-02-20T05:12:45.284990Z,2026-02-20T05:12:58.060657Z,12.77589145800448,1,1154,True,
145,1,ok,2026-02-20T05:12:32.849386Z,2026-02-20T05:13:05.723315Z,32.87447837500076,2,3094,True,
147,1,ok,2026-02-20T05:12:52.491360Z,2026-02-20T05:13:11.977338Z,19.48634279199905,1,1558,True,
149,1,ok,2026-02-20T05:13:05.730640Z,2026-02-20T05:13:21.371179Z,15.640813083002286,1,1496,True,
150,1,ok,2026-02-20T05:13:11.991048Z,2026-02-20T05:13:23.829715Z,11.83886854100274,1,1050,True,
148,1,ok,2026-02-20T05:12:58.066795Z,2026-02-20T05:13:25.031389Z,26.965048500002013,2,3609,True,
143,1,ok,2026-02-20T05:12:11.930539Z,2026-02-20T05:13:26.888104Z,74.95880745899922,2,6668,True,
151,1,ok,2026-02-20T05:13:21.380079Z,2026-02-20T05:13:38.269291Z,16.889506874998915,2,1982,True,
